sacc_ver_amp
0.316833
0.109553
0.048454
0.150404
0.030993
0.065467
0.033494
0.080455
0.051735
0.039610
0.072807
0.111146
0.065233
0.082724
0.061315
0.083294
0.121320
0.043549
0.044674
0.038144
0.054075
0.056652
0.054632
0.115416
