sacc_hor_amp
0.145764
0.260416
0.173898
0.184873
0.052107
0.083718
0.073481
0.043828
0.089385
0.073836
0.055530
0.038583
0.041635
0.044090
0.063665
0.037121
0.125914
0.125914
0.049249
0.046171
0.102858
0.031782
0.027557
0.037130
0.124289
0.127706
0.044258
0.048032
0.021700
0.035720
0.078333
0.045213
0.055779
0.132449
0.132449
0.068734
0.030037
0.038002
0.050386
0.062180
0.109929
0.096166
0.103416
0.047626
0.033847
0.048463
0.054809
