sacc_ver_dur
-62.288000
0.136000
0.056000
0.060000
0.032000
0.096000
0.036000
0.060000
0.048000
0.048000
0.084000
0.064000
0.052000
0.148000
0.052000
0.096000
0.064000
0.052000
0.044000
0.040000
0.060000
0.084000
0.056000
0.096000
