blinks_amp
0.258807
0.339617
0.460489
0.359920
0.314746
0.379142
0.382725
0.360231
0.291937
0.313626
0.457695
0.326296
0.424788
0.400365
0.376368
0.492621
0.428158
0.499065
0.306454
0.324275
