sacc_hor_amp
0.024283
0.026108
0.026059
0.268747
0.117349
0.146406
0.059267
0.057154
0.041633
0.191752
0.238021
0.043111
0.033709
0.161764
0.112297
0.034319
0.032685
0.048600
0.026485
0.031063
0.030926
0.045974
0.024663
0.091868
0.092066
0.040241
0.023129
0.191551
0.191551
0.052686
0.124500
0.028871
0.022088
0.067467
0.025337
0.054770
0.024115
0.038570
0.074166
0.029465
0.027619
0.036020
0.049260
0.041859
0.136703
0.095503
0.035930
0.027574
0.052043
0.091738
0.030409
0.055958
0.047788
0.026069
0.042326
0.035978
0.070452
0.051179
0.030545
0.025741
0.104704
0.126400
0.070408
0.052622
0.043705
0.032701
0.044788
0.065978
0.062394
0.048962
0.076119
0.023636
0.126810
0.026995
0.046644
0.045883
0.202984
0.108386
0.064741
0.023419
0.220110
0.226410
0.128936
0.137342
0.031678
0.305144
0.081544
0.025464
0.066756
0.062221
0.073062
0.034816
0.090499
0.078119
0.021212
0.120093
0.079045
0.103235
0.162583
0.360505
0.405767
0.032903
0.059372
0.033708
