blinks_dur
0.300000
0.272000
0.332000
0.312000
0.332000
0.340000
0.336000
0.340000
0.352000
0.384000
0.380000
0.296000
0.384000
0.488000
0.404000
0.340000
0.324000
0.324000
0.432000
0.324000
