sacc_ver_amp
0.029793
0.024388
0.080421
0.025471
0.022778
0.020138
0.021987
0.031240
0.021084
0.066145
0.040752
0.031589
0.026039
0.039706
0.027360
0.023656
0.015710
0.020795
0.022802
0.026097
0.028247
0.040942
0.024235
0.024181
0.036738
0.025772
0.025115
0.053728
0.020660
0.024441
0.031253
0.026742
0.031540
0.030422
0.044869
0.035536
0.022828
0.030605
0.031684
0.023062
0.032320
0.037257
0.026015
0.052220
0.025839
0.046368
0.080674
0.041160
0.051497
0.075855
0.036482
0.024608
0.137365
