fix_hor_dur
0.124000
0.192000
0.664000
0.212000
0.256000
0.444000
0.512000
0.464000
0.396000
0.336000
0.408000
0.348000
1.212000
0.292000
2.652000
1.620000
0.212000
1.216000
0.012000
0.932000
2.336000
0.132000
0.392000
0.272000
5.188000
1.496000
0.712000
0.144000
1.396000
1.420000
0.316000
2.008000
0.696000
0.240000
1.936000
0.340000
0.844000
1.232000
0.484000
1.676000
0.360000
0.736000
2.488000
0.424000
0.440000
0.300000
0.144000
0.292000
1.536000
0.188000
1.484000
2.300000
3.076000
3.352000
0.524000
0.344000
1.352000
0.332000
1.020000
0.588000
0.444000
1.732000
0.176000
0.256000
0.248000
0.364000
1.020000
1.352000
0.256000
0.600000
0.304000
0.784000
0.292000
