blinks_dur
0.332000
0.196000
0.240000
0.288000
0.296000
0.332000
0.336000
0.300000
0.316000
0.316000
0.312000
0.360000
0.316000
0.268000
0.292000
0.316000
0.296000
0.308000
0.240000
0.308000
0.404000
0.252000
0.360000
