fix_ver_dur
0.132000
0.180000
0.056000
0.096000
0.104000
0.020000
0.148000
2.820000
0.624000
0.172000
0.068000
0.756000
1.628000
1.924000
0.192000
1.520000
0.336000
2.792000
0.424000
0.024000
0.104000
1.100000
0.764000
0.232000
2.308000
0.708000
2.364000
0.216000
0.648000
1.556000
1.272000
0.336000
0.716000
0.100000
0.100000
0.356000
2.212000
2.796000
0.348000
0.744000
0.524000
0.328000
2.268000
2.076000
0.780000
1.788000
0.368000
0.940000
0.016000
0.160000
0.240000
0.816000
1.732000
0.100000
0.676000
0.268000
2.344000
2.552000
0.444000
0.892000
1.176000
2.676000
