fix_concat_dur
0.436000
0.508000
0.460000
0.392000
0.332000
0.416000
0.348000
0.212000
0.412000
0.284000
1.624000
0.736000
1.132000
0.220000
1.236000
0.332000
0.236000
2.332000
0.420000
1.096000
0.760000
0.228000
2.304000
0.704000
0.500000
0.708000
0.852000
0.212000
0.644000
0.444000
0.312000
0.684000
1.268000
0.332000
0.300000
0.236000
0.196000
0.352000
0.504000
0.336000
0.840000
0.360000
0.544000
0.480000
1.660000
0.344000
0.740000
0.520000
0.324000
0.908000
0.420000
0.436000
0.312000
0.288000
1.528000
0.200000
0.524000
0.632000
1.076000
0.364000
0.236000
0.652000
0.236000
0.812000
0.696000
0.968000
0.672000
0.264000
0.812000
0.520000
0.340000
0.488000
0.448000
0.328000
1.016000
1.076000
0.888000
0.592000
0.292000
0.248000
0.360000
1.016000
0.876000
0.252000
0.596000
0.300000
0.780000
0.288000
