fix_ver_dur
0.096000
0.052000
1.456000
0.196000
0.272000
0.984000
0.832000
0.116000
0.224000
0.184000
0.024000
0.308000
2.068000
0.516000
0.036000
0.052000
0.020000
0.592000
0.600000
0.220000
0.188000
0.200000
0.368000
1.716000
0.160000
0.312000
0.032000
0.248000
0.052000
0.344000
0.376000
0.576000
1.212000
0.152000
1.432000
2.924000
0.652000
1.408000
0.656000
0.888000
0.256000
0.180000
0.500000
0.092000
0.564000
0.136000
0.208000
0.456000
1.044000
0.088000
0.164000
0.076000
0.044000
0.528000
1.012000
2.276000
0.716000
0.936000
0.592000
0.256000
0.568000
0.028000
0.012000
0.324000
0.376000
0.428000
0.212000
0.168000
0.388000
0.112000
0.996000
0.924000
3.100000
0.092000
0.136000
0.232000
0.280000
0.652000
0.932000
0.876000
0.212000
1.296000
0.012000
0.060000
0.168000
0.996000
0.624000
0.092000
0.932000
0.192000
0.136000
0.408000
0.668000
0.372000
1.004000
0.844000
0.296000
0.472000
0.108000
0.156000
2.140000
0.348000
0.592000
0.064000
0.840000
