sacc_ver_amp
0.018575
0.028870
0.018809
0.030879
0.019942
0.020122
0.025699
0.020522
0.036561
0.016467
0.015941
0.063565
0.017759
0.031745
0.016561
0.018644
0.030577
0.026351
0.017469
0.036306
0.016822
0.001838
0.014928
0.017147
0.026123
0.022203
0.018977
0.020043
0.015127
0.017338
0.023167
0.023167
0.036529
0.019392
0.057286
0.057286
0.032533
0.022387
0.039156
0.019824
0.016980
0.023145
0.031767
0.025296
0.028357
0.045344
0.039535
0.037406
0.016302
0.029593
0.033605
0.084629
0.018332
0.049803
0.030150
0.009633
0.027802
0.036727
0.020627
0.030196
0.030196
0.021443
0.027885
0.023623
0.048337
0.018514
0.046289
0.021502
0.050072
0.017727
0.043770
0.026781
0.046215
0.066196
0.066196
0.048605
0.020585
0.021257
0.019469
0.029974
0.018844
0.037032
0.037032
0.019615
0.019615
0.000000
0.131540
0.030417
0.028183
0.139767
0.139767
0.063879
0.027967
0.021530
0.030572
0.020257
0.028154
0.035689
0.046947
0.028682
0.018892
0.028154
0.054017
0.054017
0.052281
0.018919
0.064004
0.028203
0.053453
