blinks_dur
0.268000
0.332000
0.292000
0.348000
0.252000
0.316000
0.376000
0.304000
0.352000
0.356000
0.312000
0.372000
0.320000
0.316000
0.296000
0.356000
0.352000
0.264000
0.296000
