sacc_concat_dur
0.036000
0.056000
0.052000
0.068000
0.036000
0.040000
0.104000
0.120000
0.100000
0.072000
0.056000
0.048000
0.068000
0.040000
0.064000
0.072000
0.068000
0.088000
0.036000
0.036000
0.072000
0.040000
0.044000
0.064000
0.104000
0.056000
0.136000
0.040000
0.156000
0.068000
0.516000
0.108000
0.408000
0.064000
0.036000
0.080000
0.080000
0.040000
0.052000
0.044000
0.044000
0.104000
0.044000
0.036000
0.040000
0.132000
0.048000
0.056000
0.056000
0.044000
0.040000
0.044000
0.052000
0.056000
0.040000
0.056000
0.040000
0.052000
0.040000
0.044000
0.088000
0.068000
0.040000
0.084000
0.044000
0.052000
0.036000
0.080000
0.040000
0.088000
0.040000
0.096000
0.044000
0.048000
0.104000
0.160000
0.044000
0.044000
0.040000
0.040000
0.048000
0.036000
0.072000
0.264000
0.040000
0.176000
0.168000
0.044000
0.048000
0.036000
0.088000
0.040000
0.060000
0.040000
0.052000
0.040000
0.040000
0.076000
0.052000
0.040000
0.048000
0.044000
0.056000
