fix_concat_dur
1.452000
0.268000
0.388000
0.544000
0.828000
0.440000
0.364000
1.636000
0.512000
0.588000
0.596000
0.216000
0.340000
0.984000
0.884000
0.276000
1.428000
2.920000
0.648000
1.404000
0.652000
0.884000
0.252000
0.496000
0.688000
0.204000
0.452000
1.040000
0.524000
1.008000
2.272000
0.712000
0.932000
0.588000
0.252000
0.564000
0.320000
0.372000
0.424000
0.208000
0.384000
0.992000
0.920000
1.012000
2.028000
0.228000
0.276000
0.648000
0.928000
0.872000
0.208000
1.292000
0.992000
0.620000
0.928000
0.404000
0.664000
0.368000
0.420000
0.532000
0.376000
0.416000
0.292000
0.468000
2.136000
0.344000
0.588000
0.836000
0.480000
