sacc_ver_dur
0.052000
0.028000
0.040000
0.056000
0.048000
0.040000
0.056000
0.064000
0.088000
0.052000
0.052000
0.052000
0.124000
0.056000
0.068000
0.204000
0.204000
0.204000
0.152000
0.152000
0.048000
0.052000
0.060000
0.140000
0.044000
0.056000
0.052000
0.044000
0.052000
0.036000
0.040000
0.052000
0.064000
0.052000
0.060000
0.036000
0.052000
0.052000
0.040000
0.064000
0.056000
0.052000
0.044000
0.040000
0.040000
0.056000
0.060000
