sacc_concat_dur
0.080000
0.040000
0.040000
0.060000
0.056000
0.048000
0.040000
0.056000
0.056000
0.048000
0.048000
0.152000
0.052000
0.068000
0.052000
0.112000
0.052000
0.176000
0.056000
0.080000
0.272000
0.152000
0.048000
0.036000
0.052000
0.048000
0.200000
0.044000
0.056000
0.060000
0.056000
0.048000
0.052000
0.044000
0.064000
0.040000
0.052000
0.044000
0.036000
0.040000
0.060000
0.052000
0.064000
0.052000
0.096000
0.052000
0.080000
0.052000
0.040000
0.040000
0.100000
0.060000
0.064000
0.056000
0.064000
0.052000
0.088000
0.044000
0.040000
0.060000
0.040000
0.056000
0.056000
0.060000
