sacc_ver_amp
0.197014
0.038358
0.032632
0.095684
0.077178
0.036669
0.109094
0.128945
0.052442
0.051961
0.110418
0.085846
0.071205
0.099453
0.079800
0.358963
0.358963
0.358963
0.110714
0.110714
0.053100
0.049576
0.251882
0.094616
0.039051
0.063879
0.100846
0.061594
0.128948
0.046276
0.033081
0.046863
0.098909
0.065113
0.278511
0.046581
0.059060
0.123318
0.035593
0.051181
0.105491
0.068799
0.037595
0.031799
0.037910
0.123111
0.067705
