fix_ver_dur
0.224000
0.728000
0.044000
1.784000
0.860000
0.632000
6.920000
0.564000
0.548000
0.084000
3.380000
4.668000
2.340000
5.172000
0.080000
0.612000
1.328000
0.860000
0.012000
0.536000
0.432000
0.860000
0.164000
1.320000
0.260000
1.392000
2.784000
0.788000
0.372000
2.200000
2.272000
0.012000
0.348000
1.260000
0.180000
0.320000
1.164000
0.796000
0.604000
1.716000
0.260000
1.508000
1.468000
1.212000
1.268000
0.092000
0.540000
0.496000
1.724000
0.352000
0.244000
1.224000
