fix_concat_dur
0.220000
0.724000
0.512000
0.416000
0.736000
0.856000
0.628000
6.648000
0.204000
0.216000
0.288000
0.268000
0.220000
3.376000
4.192000
0.396000
2.336000
3.872000
1.108000
0.608000
0.720000
0.516000
0.856000
0.532000
0.428000
0.236000
0.576000
0.252000
1.008000
0.256000
1.388000
1.088000
1.260000
0.300000
0.424000
0.304000
0.368000
1.296000
0.744000
2.036000
0.248000
1.256000
0.316000
1.160000
0.792000
0.600000
0.868000
0.756000
0.256000
0.480000
0.976000
1.056000
0.220000
1.208000
0.624000
0.568000
0.312000
0.492000
1.448000
0.204000
0.348000
0.240000
0.868000
0.288000
0.276000
