fix_concat_dur
0.388000
1.268000
0.416000
0.332000
0.536000
0.564000
0.212000
0.224000
0.396000
0.852000
0.580000
0.852000
0.680000
0.440000
0.460000
1.772000
0.660000
0.320000
0.216000
1.000000
0.644000
0.688000
0.656000
0.372000
0.660000
0.256000
1.292000
0.236000
0.540000
0.324000
1.028000
0.548000
2.288000
0.372000
0.508000
0.268000
0.220000
1.144000
0.400000
0.436000
0.900000
0.436000
0.272000
0.764000
0.364000
0.564000
0.268000
0.896000
0.728000
0.936000
0.784000
0.316000
0.252000
1.240000
0.280000
0.296000
1.520000
2.176000
1.140000
0.636000
0.336000
0.340000
0.488000
0.216000
0.572000
0.568000
0.356000
0.228000
0.664000
0.268000
0.256000
1.668000
0.420000
0.772000
0.356000
