fix_hor_dur
0.392000
1.264000
0.420000
0.336000
0.140000
0.540000
0.568000
0.216000
0.224000
0.384000
1.880000
2.000000
0.448000
3.344000
0.284000
0.168000
0.220000
5.108000
0.376000
0.672000
0.256000
1.292000
0.224000
0.180000
0.544000
1.104000
0.164000
0.020000
0.160000
4.724000
0.376000
0.516000
0.200000
0.780000
2.856000
1.904000
1.516000
0.352000
0.556000
0.268000
0.916000
2.864000
0.940000
0.780000
0.880000
0.540000
1.248000
0.720000
2.404000
4.352000
0.112000
0.624000
0.676000
0.644000
0.480000
1.944000
1.324000
0.228000
0.992000
0.260000
0.132000
0.192000
1.952000
0.424000
0.768000
0.940000
0.360000
