blinks_amp
0.355280
0.330352
0.262905
0.429489
0.317393
0.425665
0.480468
0.569782
0.332623
0.395918
0.336554
0.312241
0.483550
0.258435
0.324779
0.401561
0.385265
0.283156
0.199561
0.337616
0.306689
0.573096
0.390074
0.306599
0.423567
0.435974
0.286270
0.548499
0.438540
0.326961
0.352409
0.432994
0.406459
0.373955
0.252540
0.400191
0.422125
0.395089
