fix_ver_dur
0.392000
4.080000
0.400000
0.856000
0.064000
0.584000
0.856000
1.184000
0.464000
1.776000
0.664000
0.324000
0.168000
1.276000
0.032000
0.648000
0.692000
0.660000
1.272000
1.612000
0.240000
0.176000
0.924000
0.140000
0.264000
0.132000
1.032000
0.552000
2.292000
0.940000
0.272000
0.224000
0.152000
1.148000
0.048000
0.404000
0.440000
0.180000
0.904000
0.772000
0.768000
0.368000
0.568000
0.272000
0.160000
1.144000
0.168000
0.100000
2.648000
0.320000
0.184000
0.408000
0.108000
1.352000
0.284000
0.300000
1.524000
0.020000
2.180000
1.144000
0.112000
0.640000
0.340000
0.592000
0.136000
0.768000
0.576000
0.144000
0.572000
0.648000
0.668000
0.596000
0.124000
0.196000
1.672000
1.312000
0.048000
0.360000
0.144000
0.108000
