fix_hor_dur
1.692000
0.280000
0.380000
0.152000
0.076000
0.372000
0.604000
0.196000
0.716000
0.156000
2.268000
0.232000
0.144000
0.988000
0.012000
0.236000
0.604000
0.332000
0.168000
1.132000
0.120000
0.252000
0.584000
0.876000
0.624000
0.248000
0.176000
0.144000
1.108000
0.028000
0.052000
0.048000
0.440000
2.016000
0.232000
0.272000
1.496000
1.172000
1.320000
0.324000
0.188000
0.212000
0.624000
0.412000
0.116000
0.240000
0.364000
0.232000
0.164000
0.808000
1.848000
0.556000
0.204000
1.436000
0.092000
0.028000
0.296000
0.160000
0.020000
0.152000
0.024000
0.724000
0.516000
0.272000
0.620000
0.364000
0.320000
0.012000
0.744000
0.688000
1.556000
0.664000
1.244000
0.360000
0.484000
1.284000
0.084000
0.140000
0.984000
0.368000
3.112000
0.200000
0.696000
0.152000
0.860000
0.376000
0.728000
0.192000
0.172000
0.488000
1.220000
0.444000
0.832000
0.280000
0.764000
0.844000
0.212000
0.220000
0.132000
0.400000
0.248000
0.540000
0.688000
0.312000
0.304000
0.288000
0.368000
0.180000
2.152000
0.176000
1.156000
0.104000
