sacc_hor_amp
0.067316
0.038339
0.035640
0.074097
0.043925
0.030790
0.024831
0.043348
0.066017
0.026868
0.049439
0.029248
0.031173
0.029994
0.031177
0.176642
0.152547
0.064798
0.073130
0.109298
0.103945
0.060594
0.076180
0.058933
0.047861
0.055321
0.146657
0.082285
0.229391
0.229391
0.229391
0.229391
0.233970
0.233970
0.233970
0.057610
0.278938
0.052602
0.116806
0.035213
0.043327
0.125993
0.087333
0.029184
0.045235
0.046961
0.019954
0.050763
0.031037
0.035344
0.058493
0.058493
0.028695
0.048905
0.082201
0.034388
0.078485
0.048359
0.050560
0.059435
0.057633
0.058158
0.061571
0.053394
0.027667
0.060993
0.029746
0.058010
0.060233
0.054138
0.029360
0.046567
0.019831
0.007286
0.053855
0.057189
0.057189
0.046459
0.036858
0.053940
0.037020
0.023853
0.005990
0.013927
0.039582
0.039848
0.039848
0.042835
0.052135
0.048221
0.068835
0.072079
0.141635
0.045166
0.055468
0.052814
0.078402
0.086244
0.086244
0.132357
0.132357
0.063684
0.058505
0.082012
0.087135
0.070962
0.084586
0.066356
0.066356
0.072356
0.017496
0.044071
0.044071
0.053259
0.026529
0.021999
0.031094
0.044176
0.044809
0.039847
0.052235
0.034535
0.027802
0.036289
0.064063
0.063544
0.050301
0.070881
0.080498
0.066524
0.051551
0.047210
0.038900
0.032854
